Deck,Directory,File,Suit,Name,Description
Jung,Jung/,J_C_Q.jpg,Cups,Queen of Cups,Emotional Mother
Jung,Jung/,J_C_Prince.jpg,Cups,Prince of Cups,charming son
Jung,Jung/,J_C_Princess.jpg,Cups,Princess of Cups,ambitious daughter
Jung,Jung/,J_C_10.jpg,Cups,10 of Cups,pain and sorrow
Jung,Jung/,J_C_9.jpg,Cups,9 of Cups,vacillation
Jung,Jung/,J_C_8.jpg,Cups,8 of Cups,change
Jung,Jung/,J_C_7.jpg,Cups,7 of Cups,obstacles
Jung,Jung/,J_C_6.jpg,Cups,6 of Cups,sympathetic attachment
Jung,Jung/,J_C_5.jpg,Cups,5 of Cups,troubles
Jung,Jung/,J_C_4.jpg,Cups,4 of Cups,benevolance & pleasure
Jung,Jung/,J_C_3.jpg,Cups,3 of Cups,secure environment
Jung,Jung/,J_C_2.jpg,Cups,2 of Cups,adventure
Jung,Jung/,J_C_A.jpg,Cups,Ace of Cups,change of feelings
Jung,Jung/,J_S_K.jpg,Swords,King of Swords,romantic father
Jung,Jung/,J_S_Q.jpg,Swords,Queen of Swords,diplomatic mother
Jung,Jung/,J_S_Prince.jpg,Swords,Prince of Swords,idealistic son
Jung,Jung/,J_S_Princess.jpg,Swords,Princess of Swords,controlling daughter
Jung,Jung/,J_S_10.jpg,Swords,10 of Swords,gain through partnership
Jung,Jung/,J_S_9.jpg,Swords,9 of Swords,sharing
Jung,Jung/,J_S_8.jpg,Swords,8 of Swords,intellectual skill
Jung,Jung/,J_S_7.jpg,Swords,7 of Swords,love
Jung,Jung/,J_S_6.jpg,Swords,6 of Swords,justice
Jung,Jung/,J_S_5.jpg,Swords,5 of Swords,rash decision
Jung,Jung/,J_S_4.jpg,Swords,4 of Swords,imagination
Jung,Jung/,J_S_3.jpg,Swords,3 of Swords,idealism
Jung,Jung/,J_S_2.jpg,Swords,2 of Swords,opposition & loss
Jung,Jung/,J_S_A.jpg,Swords,Ace of Swords,conflict of ideas
Jung,Jung/,J_P_K.jpg,Pentacles,King of Pentacles,responsiber father
Jung,Jung/,J_P_Q.jpg,Pentacles,Queen of Pentacles,secretive mother
Jung,Jung/,J_P_Prince.jpg,Pentacles,Prince of Pentacles,self assured son
Jung,Jung/,J_P_Princess.jpg,Pentacles,Princess of Pentacles,Isolated daughter
Jung,Jung/,J_P_10.jpg,Pentacles,10 of Pentacles,isolated power
Jung,Jung/,J_P_9.jpg,Pentacles,9 of Pentacles,selfishness
Jung,Jung/,J_P_8.jpg,Pentacles,8 of Pentacles,manipullation & Secrets
Jung,Jung/,J_P_7.jpg,Pentacles,7 of Pentacles,gain through commerce
Jung,Jung/,J_P_6.jpg,Pentacles,6 of Pentacles,gain of wealth and power through hard work
Jung,Jung/,J_P_5.jpg,Pentacles,5 of Pentacles,responsible authority
Jung,Jung/,J_P_4.jpg,Pentacles,4 of Pentacles,wealth
Jung,Jung/,J_P_3.jpg,Pentacles,3 of Pentacles,response to conflict
Jung,Jung/,J_P_2.jpg,Pentacles,2 of Pentacles,reorganization
Jung,Jung/,J_P_A.jpg,Pentacles,Ace of Pentacles,security destroyed
